in s,C1 in V
-1.75342E-02,2.503E+00
-1.75339E-02,2.492E+00
-1.75336E-02,2.482E+00
-1.75332E-02,2.492E+00
-1.75329E-02,2.492E+00
-1.75326E-02,2.492E+00
-1.75322E-02,2.513E+00
-1.75319E-02,2.523E+00
-1.75316E-02,2.492E+00
-1.75312E-02,2.503E+00
-1.75309E-02,2.534E+00
-1.75306E-02,2.534E+00
-1.75302E-02,2.503E+00
-1.75299E-02,2.503E+00
-1.75296E-02,2.471E+00
-1.75292E-02,2.513E+00
-1.75289E-02,2.492E+00
-1.75286E-02,2.471E+00
-1.75282E-02,2.503E+00
-1.75279E-02,2.523E+00
-1.75276E-02,2.503E+00
-1.75272E-02,2.503E+00
-1.75269E-02,2.513E+00
-1.75266E-02,2.503E+00
-1.75262E-02,2.523E+00
-1.75259E-02,2.492E+00
-1.75256E-02,2.513E+00
-1.75252E-02,2.503E+00
-1.75249E-02,2.513E+00
-1.75246E-02,2.523E+00
-1.75242E-02,2.513E+00
-1.75239E-02,2.523E+00
-1.75236E-02,2.523E+00
-1.75233E-02,2.523E+00
-1.75229E-02,2.492E+00
-1.75226E-02,2.523E+00
-1.75223E-02,2.523E+00
-1.75219E-02,2.503E+00
-1.75216E-02,2.503E+00
-1.75213E-02,2.492E+00
-1.75209E-02,2.513E+00
-1.75206E-02,2.544E+00
-1.75203E-02,2.492E+00
-1.75199E-02,2.523E+00
-1.75196E-02,2.544E+00
-1.75193E-02,2.492E+00
-1.75189E-02,2.492E+00
-1.75186E-02,2.513E+00
-1.75183E-02,2.492E+00
-1.75179E-02,2.523E+00
-1.75176E-02,2.544E+00
-1.75173E-02,2.492E+00
-1.75169E-02,2.513E+00
-1.75166E-02,2.523E+00
-1.75163E-02,2.503E+00
-1.75159E-02,2.471E+00
-1.75156E-02,2.503E+00
-1.75153E-02,2.492E+00
-1.75149E-02,2.513E+00
-1.75146E-02,2.513E+00
-1.75143E-02,2.471E+00
-1.75139E-02,2.503E+00
-1.75136E-02,2.492E+00
-1.75133E-02,2.523E+00
-1.75129E-02,2.492E+00
-1.75126E-02,2.482E+00
-1.75123E-02,2.503E+00
-1.75119E-02,2.492E+00
-1.75116E-02,2.471E+00
-1.75113E-02,2.513E+00
-1.75109E-02,2.492E+00
-1.75106E-02,2.461E+00
-1.75103E-02,2.513E+00
-1.75099E-02,2.523E+00
-1.75096E-02,2.523E+00
-1.75093E-02,2.523E+00
-1.75089E-02,2.534E+00
-1.75086E-02,2.513E+00
-1.75083E-02,2.503E+00
-1.75079E-02,2.503E+00
-1.75076E-02,2.492E+00
-1.75073E-02,2.513E+00
-1.75069E-02,2.492E+00
-1.75066E-02,2.513E+00
-1.75063E-02,2.503E+00
-1.75059E-02,2.482E+00
-1.75056E-02,2.523E+00
-1.75053E-02,2.534E+00
-1.75049E-02,2.523E+00
-1.75046E-02,2.513E+00
-1.75043E-02,2.492E+00
-1.75039E-02,2.534E+00
-1.75036E-02,2.513E+00
-1.75033E-02,2.534E+00
-1.75030E-02,2.555E+00
-1.75026E-02,2.513E+00
-1.75023E-02,2.503E+00
-1.75020E-02,2.544E+00
-1.75016E-02,2.513E+00
-1.75013E-02,2.503E+00
-1.75010E-02,2.565E+00
-1.75006E-02,2.523E+00
-1.75003E-02,2.492E+00
-1.75000E-02,2.513E+00
-1.74996E-02,2.513E+00
-1.74993E-02,2.482E+00
-1.74990E-02,2.503E+00
-1.74986E-02,2.482E+00
-1.74983E-02,2.523E+00
-1.74980E-02,2.534E+00
-1.74976E-02,2.523E+00
-1.74973E-02,2.534E+00
-1.74970E-02,2.503E+00
-1.74966E-02,2.492E+00
-1.74963E-02,2.503E+00
-1.74960E-02,2.471E+00
-1.74956E-02,2.523E+00
-1.74953E-02,2.503E+00
-1.74950E-02,2.523E+00
-1.74946E-02,2.492E+00
-1.74943E-02,2.492E+00
-1.74940E-02,2.523E+00
-1.74936E-02,2.503E+00
-1.74933E-02,2.513E+00
-1.74930E-02,2.544E+00
-1.74926E-02,2.513E+00
-1.74923E-02,2.513E+00
-1.74920E-02,2.513E+00
-1.74916E-02,2.503E+00
-1.74913E-02,2.492E+00
-1.74910E-02,2.513E+00
-1.74906E-02,2.503E+00
-1.74903E-02,2.523E+00
-1.74900E-02,2.513E+00
-1.74896E-02,2.513E+00
-1.74893E-02,2.513E+00
-1.74890E-02,2.513E+00
-1.74886E-02,2.534E+00
-1.74883E-02,2.503E+00
-1.74880E-02,2.492E+00
-1.74876E-02,2.492E+00
-1.74873E-02,2.503E+00
-1.74870E-02,2.482E+00
-1.74866E-02,2.492E+00
-1.74863E-02,2.492E+00
-1.74860E-02,2.492E+00
-1.74856E-02,2.503E+00
-1.74853E-02,2.513E+00
-1.74850E-02,2.482E+00
-1.74846E-02,2.534E+00
-1.74843E-02,2.503E+00
-1.74840E-02,2.503E+00
-1.74836E-02,2.523E+00
-1.74833E-02,2.492E+00
-1.74830E-02,2.513E+00
-1.74826E-02,2.513E+00
-1.74823E-02,2.523E+00
-1.74820E-02,2.523E+00
-1.74817E-02,2.523E+00
-1.74813E-02,2.513E+00
-1.74810E-02,2.482E+00
-1.74807E-02,2.523E+00
-1.74803E-02,2.513E+00
-1.74800E-02,2.482E+00
-1.74797E-02,2.492E+00
-1.74793E-02,2.513E+00
-1.74790E-02,2.492E+00
-1.74787E-02,2.482E+00
-1.74783E-02,2.482E+00
-1.74780E-02,2.523E+00
-1.74777E-02,2.482E+00
-1.74773E-02,2.482E+00
-1.74770E-02,2.482E+00
-1.74767E-02,2.503E+00
-1.74763E-02,2.482E+00
-1.74760E-02,2.492E+00
-1.74757E-02,2.503E+00
-1.74753E-02,2.471E+00
-1.74750E-02,2.523E+00
-1.74747E-02,2.492E+00
-1.74743E-02,2.503E+00
-1.74740E-02,2.471E+00
-1.74737E-02,2.461E+00
-1.74733E-02,2.492E+00
-1.74730E-02,2.492E+00
-1.74727E-02,2.503E+00
-1.74723E-02,2.503E+00
-1.74720E-02,2.523E+00
-1.74717E-02,2.523E+00
-1.74713E-02,2.482E+00
-1.74710E-02,2.461E+00
-1.74707E-02,2.523E+00
-1.74703E-02,2.523E+00
-1.74700E-02,2.503E+00
-1.74697E-02,2.492E+00
-1.74693E-02,2.503E+00
-1.74690E-02,2.492E+00
-1.74687E-02,2.513E+00
-1.74683E-02,2.503E+00
-1.74680E-02,2.523E+00
-1.74677E-02,2.503E+00
-1.74673E-02,2.523E+00
-1.74670E-02,2.492E+00
-1.74667E-02,2.503E+00
-1.74663E-02,2.492E+00
-1.74660E-02,2.523E+00
-1.74657E-02,2.503E+00
-1.74653E-02,2.513E+00
-1.74650E-02,2.523E+00
-1.74647E-02,2.513E+00
-1.74643E-02,2.513E+00
-1.74640E-02,2.523E+00
-1.74637E-02,2.513E+00
-1.74633E-02,2.523E+00
-1.74630E-02,2.492E+00
-1.74627E-02,2.523E+00
-1.74623E-02,2.513E+00
-1.74620E-02,2.450E+00
-1.74617E-02,2.482E+00
-1.74614E-02,2.492E+00
-1.74610E-02,2.492E+00
-1.74607E-02,2.492E+00
-1.74604E-02,2.503E+00
-1.74600E-02,2.492E+00
-1.74597E-02,2.492E+00
-1.74594E-02,2.503E+00
-1.74590E-02,2.513E+00
-1.74587E-02,2.503E+00
-1.74584E-02,2.523E+00
-1.74580E-02,2.492E+00
-1.74577E-02,2.492E+00
-1.74574E-02,2.513E+00
-1.74570E-02,2.523E+00
-1.74567E-02,2.513E+00
-1.74564E-02,2.513E+00
-1.74560E-02,2.534E+00
-1.74557E-02,2.523E+00
-1.74554E-02,2.492E+00
-1.74550E-02,2.492E+00
-1.74547E-02,2.523E+00
-1.74544E-02,2.492E+00
-1.74540E-02,2.503E+00
-1.74537E-02,2.492E+00
-1.74534E-02,2.503E+00
-1.74530E-02,2.523E+00
-1.74527E-02,2.523E+00
-1.74524E-02,2.503E+00
-1.74520E-02,2.523E+00
-1.74517E-02,2.523E+00
-1.74514E-02,2.503E+00
-1.74510E-02,2.513E+00
-1.74507E-02,2.523E+00
-1.74504E-02,2.482E+00
-1.74500E-02,2.523E+00
-1.74497E-02,2.513E+00
-1.74494E-02,2.482E+00
-1.74490E-02,2.513E+00
-1.74487E-02,2.492E+00
-1.74484E-02,2.513E+00
-1.74480E-02,2.503E+00
-1.74477E-02,2.513E+00
-1.74474E-02,2.492E+00
-1.74470E-02,2.503E+00
-1.74467E-02,2.534E+00
-1.74464E-02,2.534E+00
-1.74460E-02,2.523E+00
-1.74457E-02,2.513E+00
-1.74454E-02,2.492E+00
-1.74450E-02,2.503E+00
-1.74447E-02,2.513E+00
-1.74444E-02,2.503E+00
-1.74440E-02,2.503E+00
-1.74437E-02,2.503E+00
-1.74434E-02,2.503E+00
-1.74430E-02,2.513E+00
-1.74427E-02,2.492E+00
-1.74424E-02,2.523E+00
-1.74420E-02,2.503E+00
-1.74417E-02,2.503E+00
-1.74414E-02,2.523E+00
-1.74410E-02,2.534E+00
-1.74407E-02,2.492E+00
-1.74404E-02,2.482E+00
-1.74401E-02,2.534E+00
-1.74397E-02,2.492E+00
-1.74394E-02,2.513E+00
-1.74391E-02,2.523E+00
-1.74387E-02,2.492E+00
-1.74384E-02,2.503E+00
-1.74381E-02,2.503E+00
-1.74377E-02,2.513E+00
-1.74374E-02,2.503E+00
-1.74371E-02,2.534E+00
-1.74367E-02,2.523E+00
-1.74364E-02,2.503E+00
-1.74361E-02,2.513E+00
-1.74357E-02,2.492E+00
-1.74354E-02,2.523E+00
-1.74351E-02,2.544E+00
-1.74347E-02,2.513E+00
-1.74344E-02,2.492E+00
-1.74341E-02,2.523E+00
-1.74337E-02,2.492E+00
-1.74334E-02,2.513E+00
-1.74331E-02,2.492E+00
-1.74327E-02,2.513E+00
-1.74324E-02,2.523E+00
-1.74321E-02,2.534E+00
-1.74317E-02,2.523E+00
-1.74314E-02,2.471E+00
-1.74311E-02,2.492E+00
-1.74307E-02,2.523E+00
-1.74304E-02,2.534E+00
-1.74301E-02,2.523E+00
-1.74297E-02,2.513E+00
-1.74294E-02,2.503E+00
-1.74291E-02,2.513E+00
-1.74287E-02,2.523E+00
-1.74284E-02,2.513E+00
-1.74281E-02,2.513E+00
-1.74277E-02,2.523E+00
-1.74274E-02,2.503E+00
-1.74271E-02,2.503E+00
-1.74267E-02,2.513E+00
-1.74264E-02,2.503E+00
-1.74261E-02,2.492E+00
-1.74257E-02,2.534E+00
-1.74254E-02,2.523E+00
-1.74251E-02,2.503E+00
-1.74247E-02,2.503E+00
-1.74244E-02,2.503E+00
-1.74241E-02,2.482E+00
-1.74237E-02,2.503E+00
-1.74234E-02,2.503E+00
-1.74231E-02,2.544E+00
-1.74227E-02,2.503E+00
-1.74224E-02,2.503E+00
-1.74221E-02,2.513E+00
-1.74217E-02,2.492E+00
-1.74214E-02,2.482E+00
-1.74211E-02,2.523E+00
-1.74207E-02,2.503E+00
-1.74204E-02,2.534E+00
-1.74201E-02,2.492E+00
-1.74198E-02,2.492E+00
-1.74194E-02,2.503E+00
-1.74191E-02,2.523E+00
-1.74188E-02,2.534E+00
-1.74184E-02,2.471E+00
-1.74181E-02,2.503E+00
-1.74178E-02,2.492E+00
-1.74174E-02,2.503E+00
-1.74171E-02,2.513E+00
-1.74168E-02,2.523E+00
-1.74164E-02,2.513E+00
-1.74161E-02,2.503E+00
-1.74158E-02,2.523E+00
-1.74154E-02,2.492E+00
-1.74151E-02,2.503E+00
-1.74148E-02,2.503E+00
-1.74144E-02,2.492E+00
-1.74141E-02,2.492E+00
-1.74138E-02,2.523E+00
-1.74134E-02,2.482E+00
-1.74131E-02,2.482E+00
-1.74128E-02,2.534E+00
-1.74124E-02,2.492E+00
-1.74121E-02,2.503E+00
-1.74118E-02,2.471E+00
-1.74114E-02,2.503E+00
-1.74111E-02,2.482E+00
-1.74108E-02,2.513E+00
-1.74104E-02,2.503E+00
-1.74101E-02,2.503E+00
-1.74098E-02,2.513E+00
-1.74094E-02,2.513E+00
-1.74091E-02,2.503E+00
-1.74088E-02,2.534E+00
-1.74084E-02,2.492E+00
-1.74081E-02,2.523E+00
-1.74078E-02,2.482E+00
-1.74074E-02,2.492E+00
-1.74071E-02,2.503E+00
-1.74068E-02,2.523E+00
-1.74064E-02,2.523E+00
-1.74061E-02,2.492E+00
-1.74058E-02,2.503E+00
-1.74054E-02,2.523E+00
-1.74051E-02,2.482E+00
-1.74048E-02,2.513E+00
-1.74044E-02,2.523E+00
-1.74041E-02,2.513E+00
-1.74038E-02,2.503E+00
-1.74034E-02,2.503E+00
-1.74031E-02,2.523E+00
-1.74028E-02,2.523E+00
-1.74024E-02,2.492E+00
-1.74021E-02,2.503E+00
-1.74018E-02,2.513E+00
-1.74014E-02,2.503E+00
-1.74011E-02,2.492E+00
-1.74008E-02,2.513E+00
-1.74004E-02,2.482E+00
-1.74001E-02,2.513E+00
-1.73998E-02,2.492E+00
-1.73994E-02,2.523E+00
-1.73991E-02,2.482E+00
-1.73988E-02,2.492E+00
-1.73985E-02,2.482E+00
-1.73981E-02,2.534E+00
-1.73978E-02,2.534E+00
-1.73975E-02,2.503E+00
-1.73971E-02,2.523E+00
-1.73968E-02,2.534E+00
-1.73965E-02,2.523E+00
-1.73961E-02,2.555E+00
-1.73958E-02,2.471E+00
-1.73955E-02,2.492E+00
-1.73951E-02,2.523E+00
-1.73948E-02,2.503E+00
-1.73945E-02,2.523E+00
-1.73941E-02,2.513E+00
-1.73938E-02,2.513E+00
-1.73935E-02,2.492E+00
-1.73931E-02,2.492E+00
-1.73928E-02,2.513E+00
-1.73925E-02,2.513E+00
-1.73921E-02,2.503E+00
-1.73918E-02,2.513E+00
-1.73915E-02,2.482E+00
-1.73911E-02,2.492E+00
-1.73908E-02,2.482E+00
-1.73905E-02,2.503E+00
-1.73901E-02,2.523E+00
-1.73898E-02,2.513E+00
-1.73895E-02,2.492E+00
-1.73891E-02,2.503E+00
-1.73888E-02,2.503E+00
-1.73885E-02,2.523E+00
-1.73881E-02,2.503E+00
-1.73878E-02,2.503E+00
-1.73875E-02,2.513E+00
-1.73871E-02,2.503E+00
-1.73868E-02,2.503E+00
-1.73865E-02,2.503E+00
-1.73861E-02,2.492E+00
-1.73858E-02,2.503E+00
-1.73855E-02,2.503E+00
-1.73851E-02,2.492E+00
-1.73848E-02,2.482E+00
-1.73845E-02,2.503E+00
-1.73841E-02,2.534E+00
-1.73838E-02,2.513E+00
-1.73835E-02,2.534E+00
-1.73831E-02,2.492E+00
-1.73828E-02,2.513E+00
-1.73825E-02,2.503E+00
-1.73821E-02,2.513E+00
-1.73818E-02,2.523E+00
-1.73815E-02,2.534E+00
-1.73811E-02,2.503E+00
-1.73808E-02,2.513E+00
-1.73805E-02,2.523E+00
-1.73801E-02,2.523E+00
-1.73798E-02,2.492E+00
-1.73795E-02,2.555E+00
-1.73791E-02,2.492E+00
-1.73788E-02,2.513E+00
-1.73785E-02,2.534E+00
-1.73782E-02,2.492E+00
-1.73778E-02,2.513E+00
-1.73775E-02,2.492E+00
-1.73772E-02,2.503E+00
-1.73768E-02,2.503E+00
-1.73765E-02,2.503E+00
-1.73762E-02,2.544E+00
-1.73758E-02,2.503E+00
-1.73755E-02,2.503E+00
-1.73752E-02,2.482E+00
-1.73748E-02,2.523E+00
-1.73745E-02,2.482E+00
-1.73742E-02,2.503E+00
-1.73738E-02,2.523E+00
-1.73735E-02,2.503E+00
-1.73732E-02,2.482E+00
-1.73728E-02,2.503E+00
-1.73725E-02,2.503E+00
-1.73722E-02,2.492E+00
-1.73718E-02,2.513E+00
-1.73715E-02,2.503E+00
-1.73712E-02,2.534E+00
-1.73708E-02,2.503E+00
-1.73705E-02,2.523E+00
-1.73702E-02,2.523E+00
-1.73698E-02,2.513E+00
-1.73695E-02,2.492E+00
-1.73692E-02,2.523E+00
-1.73688E-02,2.482E+00
-1.73685E-02,2.503E+00
-1.73682E-02,2.503E+00
-1.73678E-02,2.492E+00
-1.73675E-02,2.492E+00
-1.73672E-02,2.503E+00
-1.73668E-02,2.492E+00
-1.73665E-02,2.513E+00
-1.73662E-02,2.534E+00
-1.73658E-02,2.503E+00
-1.73655E-02,2.513E+00
-1.73652E-02,2.492E+00
-1.73648E-02,2.492E+00
-1.73645E-02,2.523E+00
-1.73642E-02,2.513E+00
-1.73638E-02,2.534E+00
-1.73635E-02,2.492E+00
-1.73632E-02,2.523E+00
-1.73628E-02,2.471E+00
-1.73625E-02,2.492E+00
-1.73622E-02,2.523E+00
-1.73618E-02,2.513E+00
-1.73615E-02,2.513E+00
-1.73612E-02,2.503E+00
-1.73608E-02,2.523E+00
-1.73605E-02,2.492E+00
-1.73602E-02,2.503E+00
-1.73598E-02,2.492E+00
-1.73595E-02,2.513E+00
-1.73592E-02,2.513E+00
-1.73588E-02,2.503E+00
-1.73585E-02,2.523E+00
-1.73582E-02,2.492E+00
-1.73578E-02,2.492E+00
-1.73575E-02,2.534E+00
-1.73572E-02,2.503E+00
-1.73569E-02,2.523E+00
-1.73565E-02,2.513E+00
-1.73562E-02,2.492E+00
-1.73559E-02,2.503E+00
-1.73555E-02,2.513E+00
-1.73552E-02,2.492E+00
-1.73549E-02,2.513E+00
-1.73545E-02,2.482E+00
-1.73542E-02,2.513E+00
-1.73539E-02,2.523E+00
-1.73535E-02,2.482E+00
-1.73532E-02,2.471E+00
-1.73529E-02,2.503E+00
-1.73525E-02,2.523E+00
-1.73522E-02,2.503E+00
-1.73519E-02,2.513E+00
-1.73515E-02,2.471E+00
-1.73512E-02,2.513E+00
-1.73509E-02,2.492E+00
-1.73505E-02,2.482E+00
-1.73502E-02,2.513E+00
-1.73499E-02,2.513E+00
-1.73495E-02,2.523E+00
-1.73492E-02,2.492E+00
-1.73489E-02,2.492E+00
-1.73485E-02,2.544E+00
-1.73482E-02,2.513E+00
-1.73479E-02,2.523E+00
-1.73475E-02,2.523E+00
-1.73472E-02,2.523E+00
-1.73469E-02,2.503E+00
-1.73465E-02,2.513E+00
-1.73462E-02,2.534E+00
-1.73459E-02,2.523E+00
-1.73455E-02,2.534E+00
-1.73452E-02,2.503E+00
-1.73449E-02,2.513E+00
-1.73445E-02,2.523E+00
-1.73442E-02,2.492E+00
-1.73439E-02,2.492E+00
-1.73435E-02,2.513E+00
-1.73432E-02,2.492E+00
-1.73429E-02,2.450E+00
-1.73425E-02,2.544E+00
-1.73422E-02,2.492E+00
-1.73419E-02,2.492E+00
-1.73415E-02,2.503E+00
-1.73412E-02,2.503E+00
-1.73409E-02,2.503E+00
-1.73405E-02,2.523E+00
-1.73402E-02,2.482E+00
-1.73399E-02,2.513E+00
-1.73395E-02,2.471E+00
-1.73392E-02,2.523E+00
-1.73389E-02,2.503E+00
-1.73385E-02,2.513E+00
-1.73382E-02,2.534E+00
-1.73379E-02,2.503E+00
-1.73375E-02,2.523E+00
-1.73372E-02,2.513E+00
-1.73369E-02,2.492E+00
-1.73366E-02,2.492E+00
-1.73362E-02,2.503E+00
-1.73359E-02,2.523E+00
-1.73356E-02,2.503E+00
-1.73352E-02,2.503E+00
-1.73349E-02,2.513E+00
-1.73346E-02,2.523E+00
-1.73342E-02,2.471E+00
-1.73339E-02,2.492E+00
-1.73336E-02,2.523E+00
-1.73332E-02,2.471E+00
-1.73329E-02,2.492E+00
-1.73326E-02,2.503E+00
-1.73322E-02,2.492E+00
-1.73319E-02,2.513E+00
-1.73316E-02,2.492E+00
-1.73312E-02,2.492E+00
-1.73309E-02,2.492E+00
-1.73306E-02,2.503E+00
-1.73302E-02,2.503E+00
-1.73299E-02,2.513E+00
-1.73296E-02,2.544E+00
-1.73292E-02,2.513E+00
-1.73289E-02,2.523E+00
-1.73286E-02,2.492E+00
-1.73282E-02,2.513E+00
-1.73279E-02,2.471E+00
-1.73276E-02,2.492E+00
-1.73272E-02,2.503E+00
-1.73269E-02,2.503E+00
-1.73266E-02,2.523E+00
-1.73262E-02,2.503E+00
-1.73259E-02,2.492E+00
-1.73256E-02,2.492E+00
-1.73252E-02,2.503E+00
-1.73249E-02,2.461E+00
-1.73246E-02,2.513E+00
-1.73242E-02,2.523E+00
-1.73239E-02,2.503E+00
-1.73236E-02,2.492E+00
-1.73232E-02,2.471E+00
-1.73229E-02,2.492E+00
-1.73226E-02,2.523E+00
-1.73222E-02,2.513E+00
-1.73219E-02,2.513E+00
-1.73216E-02,2.513E+00
-1.73212E-02,2.523E+00
-1.73209E-02,2.523E+00
-1.73206E-02,2.492E+00
-1.73202E-02,2.534E+00
-1.73199E-02,2.492E+00
-1.73196E-02,2.513E+00
-1.73192E-02,2.503E+00
-1.73189E-02,2.503E+00
-1.73186E-02,2.492E+00
-1.73182E-02,2.492E+00
-1.73179E-02,2.523E+00
-1.73176E-02,2.513E+00
-1.73172E-02,2.492E+00
-1.73169E-02,2.523E+00
-1.73166E-02,2.492E+00
-1.73162E-02,2.492E+00
-1.73159E-02,2.492E+00
-1.73156E-02,2.513E+00
-1.73153E-02,2.513E+00
-1.73149E-02,2.492E+00
-1.73146E-02,2.492E+00
-1.73143E-02,2.523E+00
-1.73139E-02,2.513E+00
-1.73136E-02,2.492E+00
-1.73133E-02,2.492E+00
-1.73129E-02,2.534E+00
-1.73126E-02,2.523E+00
-1.73123E-02,2.523E+00
-1.73119E-02,2.523E+00
-1.73116E-02,2.523E+00
-1.73113E-02,2.513E+00
-1.73109E-02,2.492E+00
-1.73106E-02,2.523E+00
-1.73103E-02,2.503E+00
-1.73099E-02,2.523E+00
-1.73096E-02,2.513E+00
-1.73093E-02,2.503E+00
-1.73089E-02,2.534E+00
-1.73086E-02,2.513E+00
-1.73083E-02,2.534E+00
-1.73079E-02,2.503E+00
-1.73076E-02,2.492E+00
-1.73073E-02,2.513E+00
-1.73069E-02,2.492E+00
-1.73066E-02,2.513E+00
-1.73063E-02,2.513E+00
-1.73059E-02,2.492E+00
-1.73056E-02,2.492E+00
-1.73053E-02,2.534E+00
-1.73049E-02,2.523E+00
-1.73046E-02,2.503E+00
-1.73043E-02,2.513E+00
-1.73039E-02,2.503E+00
-1.73036E-02,2.492E+00
-1.73033E-02,2.492E+00
-1.73029E-02,2.492E+00
-1.73026E-02,2.534E+00
-1.73023E-02,2.513E+00
-1.73019E-02,2.513E+00
-1.73016E-02,2.482E+00
-1.73013E-02,2.492E+00
-1.73009E-02,2.503E+00
-1.73006E-02,2.513E+00
-1.73003E-02,2.544E+00
-1.72999E-02,2.513E+00
-1.72996E-02,2.492E+00
-1.72993E-02,2.523E+00
-1.72989E-02,2.534E+00
-1.72986E-02,2.523E+00
-1.72983E-02,2.492E+00
-1.72979E-02,2.513E+00
-1.72976E-02,2.544E+00
-1.72973E-02,2.534E+00
-1.72969E-02,2.503E+00
-1.72966E-02,2.523E+00
-1.72963E-02,2.482E+00
-1.72959E-02,2.492E+00
-1.72956E-02,2.513E+00
-1.72953E-02,2.503E+00
-1.72950E-02,2.513E+00
-1.72946E-02,2.523E+00
-1.72943E-02,2.492E+00
-1.72940E-02,2.482E+00
-1.72936E-02,2.503E+00
-1.72933E-02,2.503E+00
-1.72930E-02,2.492E+00
-1.72926E-02,2.513E+00
-1.72923E-02,2.523E+00
-1.72920E-02,2.523E+00
-1.72916E-02,2.492E+00
-1.72913E-02,2.471E+00
-1.72910E-02,2.492E+00
-1.72906E-02,2.482E+00
-1.72903E-02,2.503E+00
-1.72900E-02,2.492E+00
-1.72896E-02,2.482E+00
-1.72893E-02,2.471E+00
-1.72890E-02,2.503E+00
-1.72886E-02,2.503E+00
-1.72883E-02,2.503E+00
-1.72880E-02,2.482E+00
-1.72876E-02,2.503E+00
-1.72873E-02,2.482E+00
-1.72870E-02,2.523E+00
-1.72866E-02,2.513E+00
-1.72863E-02,2.471E+00
-1.72860E-02,2.503E+00
-1.72856E-02,2.523E+00
-1.72853E-02,2.523E+00
-1.72850E-02,2.503E+00
-1.72846E-02,2.513E+00
-1.72843E-02,2.523E+00
-1.72840E-02,2.513E+00
-1.72836E-02,2.503E+00
-1.72833E-02,2.492E+00
-1.72830E-02,2.513E+00
-1.72826E-02,2.492E+00
-1.72823E-02,2.523E+00
-1.72820E-02,2.534E+00
-1.72816E-02,2.492E+00
-1.72813E-02,2.471E+00
-1.72810E-02,2.492E+00
-1.72806E-02,2.482E+00
-1.72803E-02,2.471E+00
-1.72800E-02,2.503E+00
-1.72796E-02,2.503E+00
-1.72793E-02,2.534E+00
-1.72790E-02,2.492E+00
-1.72786E-02,2.523E+00
-1.72783E-02,2.503E+00
-1.72780E-02,2.482E+00
-1.72776E-02,2.523E+00
-1.72773E-02,2.492E+00
-1.72770E-02,2.523E+00
-1.72766E-02,2.492E+00
-1.72763E-02,2.492E+00
-1.72760E-02,2.482E+00
-1.72756E-02,2.492E+00
-1.72753E-02,2.482E+00
-1.72750E-02,2.513E+00
-1.72746E-02,2.492E+00
-1.72743E-02,2.492E+00
-1.72740E-02,2.523E+00
-1.72737E-02,2.523E+00
-1.72733E-02,2.492E+00
-1.72730E-02,2.513E+00
-1.72727E-02,2.492E+00
-1.72723E-02,2.503E+00
-1.72720E-02,2.523E+00
-1.72717E-02,2.492E+00
-1.72713E-02,2.482E+00
-1.72710E-02,2.513E+00
-1.72707E-02,2.513E+00
-1.72703E-02,2.492E+00
-1.72700E-02,2.513E+00
-1.72697E-02,2.450E+00
-1.72693E-02,2.471E+00
-1.72690E-02,2.492E+00
-1.72687E-02,2.534E+00
-1.72683E-02,2.503E+00
-1.72680E-02,2.503E+00
-1.72677E-02,2.503E+00
-1.72673E-02,2.492E+00
-1.72670E-02,2.503E+00
-1.72667E-02,2.503E+00
-1.72663E-02,2.544E+00
-1.72660E-02,2.482E+00
-1.72657E-02,2.492E+00
-1.72653E-02,2.513E+00
-1.72650E-02,2.523E+00
-1.72647E-02,2.534E+00
-1.72643E-02,2.523E+00
-1.72640E-02,2.471E+00
-1.72637E-02,2.534E+00
-1.72633E-02,2.503E+00
-1.72630E-02,2.523E+00
-1.72627E-02,2.523E+00
-1.72623E-02,2.492E+00
-1.72620E-02,2.513E+00
-1.72617E-02,2.523E+00
-1.72613E-02,2.523E+00
-1.72610E-02,2.503E+00
-1.72607E-02,2.492E+00
-1.72603E-02,2.503E+00
-1.72600E-02,2.461E+00
-1.72597E-02,2.503E+00
-1.72593E-02,2.503E+00
-1.72590E-02,2.503E+00
-1.72587E-02,2.503E+00
-1.72583E-02,2.513E+00
-1.72580E-02,2.513E+00
-1.72577E-02,2.503E+00
-1.72573E-02,2.513E+00
-1.72570E-02,2.513E+00
-1.72567E-02,2.513E+00
-1.72563E-02,2.513E+00
-1.72560E-02,2.513E+00
-1.72557E-02,2.471E+00
-1.72553E-02,2.503E+00
-1.72550E-02,2.523E+00
-1.72547E-02,2.513E+00
-1.72543E-02,2.523E+00
-1.72540E-02,2.492E+00
-1.72537E-02,2.503E+00
-1.72534E-02,2.523E+00
-1.72530E-02,2.503E+00
-1.72527E-02,2.534E+00
-1.72524E-02,2.492E+00
-1.72520E-02,2.513E+00
-1.72517E-02,2.523E+00
-1.72514E-02,2.482E+00
-1.72510E-02,2.513E+00
-1.72507E-02,2.523E+00
-1.72504E-02,2.503E+00
-1.72500E-02,2.523E+00
-1.72497E-02,2.523E+00
-1.72494E-02,2.503E+00
-1.72490E-02,2.523E+00
-1.72487E-02,2.503E+00
-1.72484E-02,2.513E+00
-1.72480E-02,2.523E+00
-1.72477E-02,2.513E+00
-1.72474E-02,2.503E+00
-1.72470E-02,2.523E+00
-1.72467E-02,2.513E+00
-1.72464E-02,2.471E+00
-1.72460E-02,2.523E+00
-1.72457E-02,2.513E+00
-1.72454E-02,2.513E+00
-1.72450E-02,2.503E+00
-1.72447E-02,2.534E+00
-1.72444E-02,2.503E+00
-1.72440E-02,2.503E+00
-1.72437E-02,2.523E+00
